date,open,high,low,close,volume,pre-close,changeamount,change
2004-01-02,997.0,1021.57,993.89,1011.35,80646.0,997.0,14.35,0.0144
2004-01-05,1008.28,1060.9,1008.28,1060.8,144681.0,1011.35,49.45,0.0489
2004-01-06,1059.14,1086.69,1059.1,1075.66,169913.0,1060.8,14.86,0.014
2004-01-07,1075.56,1095.84,1070.98,1086.3,137294.0,1075.66,10.64,0.0099
2004-01-08,1087.68,1108.29,1082.51,1102.66,107804.0,1086.3,16.36,0.0151
2004-01-09,1105.77,1115.46,1079.07,1081.79,134674.0,1102.66,-20.87,-0.0189
2004-01-12,1081.81,1117.51,1079.77,1116.8,102339.0,1081.79,35.01,0.0324
2004-01-13,1120.15,1123.66,1089.63,1102.34,98371.0,1116.8,-14.46,-0.0129
2004-01-14,1101.45,1101.67,1076.87,1079.72,71204.0,1102.34,-22.62,-0.0205
2004-01-15,1078.53,1088.67,1070.73,1073.98,61792.0,1079.72,-5.74,-0.0053
2004-01-16,1076.64,1087.82,1067.85,1083.65,71741.0,1073.98,9.67,0.009
2004-01-29,1086.66,1101.03,1084.46,1100.6,57912.0,1083.65,16.95,0.0156
2004-01-30,1102.17,1103.7,1066.45,1067.55,77611.0,1100.6,-33.05,-0.03
2004-02-02,1107.49,1116.31,1069.97,1091.73,154329.0,1067.55,24.18,0.0226
2004-02-03,1091.87,1103.24,1084.39,1102.95,84111.0,1091.73,11.22,0.0103
2004-02-04,1104.74,1130.14,1104.74,1128.44,105349.0,1102.95,25.49,0.0231
2004-02-05,1135.62,1136.42,1118.17,1127.9,97743.0,1128.44,-0.54,-0.0005
2004-02-06,1125.49,1139.09,1108.91,1122.08,111403.0,1127.9,-5.82,-0.0052
2004-02-09,1122.29,1134.91,1122.28,1134.61,85983.0,1122.08,12.53,0.0112
2004-02-10,1137.72,1141.99,1116.93,1120.96,86627.0,1134.61,-13.65,-0.012
2004-02-11,1121.81,1123.77,1100.24,1110.06,92463.0,1120.96,-10.9,-0.0097
2004-02-12,1110.84,1122.48,1092.29,1094.11,95815.0,1110.06,-15.95,-0.0144
2004-02-13,1094.0,1105.82,1088.86,1096.36,69048.0,1094.11,2.25,0.0021
2004-02-16,1098.86,1124.36,1098.86,1123.75,76234.0,1096.36,27.39,0.025
2004-02-17,1127.1,1132.71,1121.28,1123.62,88158.0,1123.75,-0.13,-0.0001
2004-02-18,1123.7,1136.53,1119.63,1129.28,80937.0,1123.62,5.66,0.005
2004-02-19,1130.4,1138.08,1119.67,1122.38,71308.0,1129.28,-6.9,-0.0061
2004-02-20,1122.93,1125.37,1112.94,1124.66,59887.0,1122.38,2.28,0.002
